D3_inulin	D3_control	D2_xos	D2_inulin	D2_control	PCR_blank	D8_xos	D8_inulin	D8_control	D7_xos	D1_xos	D7_inulin	D7_control	D6_xos	D6_inulin	D6_control	D5_xos	D5_inulin	D5_control	D4_xos	D4_inulin	D1_inulin	D1_control	D4_control	D3_xos
EC:1.1.2.4	2111.2	1078	5622.9	3018.5	2943.7	571.1	4671.3	4195.9	7608.1	1511.7	1569	4864	2954.1	1715.7	1888.5	1757.4	4722.5	1509.5	2138.6	3590.8	901	1277.4	7685.9	1135	928
EC:1.1.3.15	7788.64	6186.79	9209.03	5428.91	12026.62	2958.46	9661.65	4274.45	7626.27	7724.02	4298.64	7584.09	11984.54	6767.03	6186.16	9306.01	8171.96	5831.83	13453.41	10367.99	2440.73	1586.08	6232.4	10212.33	4199.23
EC:1.1.3.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.1.3.21	1041.73	1803.16	670.3	1664.47	1532.3	1519.53	2666.57	4944.33	852.13	1962.5	1353.23	4002.87	1042.47	14984.07	21446.77	10413.03	4241.8	3727	10525.13	1510.6	1703.2	2118.37	2370.76	901.1	688.97
EC:1.1.3.48	182	132	129	135	347	94	71	86	150	73	84	56	156	446	552	773	201	181	477	116	79	64	43	133	158
EC:1.1.5.2	11072.17	15484.46	1908.95	2677.67	4900.08	4417	6137.09	12058.29	2557.34	9997.33	2692.33	6423	12496.5	14790.55	20540.05	15420.25	11715.75	10935.79	16983.29	27601.33	14929.33	5404	2915.58	8355.55	7301.5
EC:1.1.5.3	78107.1	92013.48	45070.59	45472.38	69058.35	28218.63	49484.92	85288.75	66652.35	61461.81	35092.77	42751.69	99279.63	86586.37	109075.29	93451.55	87083.58	81986.05	151052.05	133669.61	91509.35	56541.32	46637.98	71810.12	49776.54
EC:1.1.5.4	13128.67	17239.58	16332.9	2883.67	17647.16	9679	9364.84	16325.87	3364.34	10866.33	15277.33	7651	29516	24742.1	24381.43	17682.17	14164.17	13645.58	19937.58	30504.33	15061.33	5907.67	7177.63	10581.1	10103.3
EC:1.1.5.6	22144.34	30968.92	3817.9	5547.34	9800.16	9239	13906.18	27887.29	5507.68	20312.66	5384.66	13176	24993	31066.1	42772.1	35577.5	23431.5	21871.58	33966.58	55298.66	29858.66	11264	6140.16	16999.1	14756
EC:1.1.5.8	81.5	186.74	44.57	0	105.83	0	575	1998.33	0	0	59.5	0	98.5	518.93	784.76	103.17	886.17	1213.91	1588.41	95.5	0	106.67	32.5	157.93	17.5
EC:1.1.98.3	0	0	0	0	0	0	15	27	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
EC:1.1.99.1	724.5	682.12	4827.95	31	4310.08	1816.67	1053.75	1840.29	255.67	427.33	4021	352	5725.5	3360.55	2332.38	642.92	1162.42	1369.79	1612.29	1000	26	110.67	22.65	790.55	956.5
EC:1.1.99.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.1.99.3	469	508.24	309.9	258	838.16	178	775.5	2389.16	288	136	256	104	457	1517.1	1630.76	1647.84	1422.84	1761.58	2836.58	364	158	239.34	118.5	511.1	306
EC:1.10.2.2	0	0	0	64	0	135	544	1288.71	131	106	0	110	0	495	564	1579	0	0	0	32	0	152	103	96	51
EC:1.10.3.12	2664	2172	19192	320	16900	6836	3664	2516	888	1500	18348	1656	22587	12192	4072	828	2572	2680	2684	3772	320	916	16545.6	2672	3789.2
EC:1.11.1.1	904	1003.5	696.5	2316	1554.5	1479	4842.5	5262.5	930	2053.5	1502.5	3985	993	14925	21552.17	10241.5	1709	1629	3138	1542	1691	2094.5	1331.5	7875.5	583.5
EC:1.11.1.10	4820.93	2382.22	1855.26	1230.36	5406.3	816.2	1709.95	2493.56	1698.9	3071.28	2713.85	2051.3	1639.65	1753.05	2097.7	2551.32	4044.27	3649.6	3177	1220.8	1847.98	728.28	594.5	4312.08	1378.98
EC:1.11.1.15	114361.03	124171.27	102240.74	74114.18	141723.5	38269.47	122142.94	165207.57	72901.98	121839.98	176875.79	101561	184665.5	132190.47	177845.7	123334.68	125559.31	137220.96	227013.19	138919.02	135594.29	176936.84	158649.68	121540.7	84584.34
EC:1.11.1.19	0	0	0	0	0	0	15	27	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
EC:1.11.1.21	11221.17	15671.21	1945.7	2765.92	4932.08	4596	6796.84	13388.54	2908.34	10135.08	2729.58	6751.5	12534.75	15458.8	21279.55	17209.5	11757.75	10961.79	17026.79	27694.83	14964.58	5578.75	3038.08	8806.3	7434.25
EC:1.11.1.5	1713.32	2484.67	2130.63	2436.63	6255.57	976.54	10458.85	11986.79	1686.25	7283.66	16028.5	2786.17	15204.62	3985.57	8353.8	5406.75	5109.62	5350.29	5595.87	1313.08	2518	54267.65	47853.67	2218.25	3378.67
EC:1.11.1.6	3191.7	3847.21	8115.65	2254.43	11057.15	2478.77	11010.83	12828.87	2260.85	6467.91	17280.85	2434.57	17072.95	6590.38	8554.09	3078.07	6851.77	7568.23	8117.16	2828.93	2593.5	26806.4	31500.67	4836.38	3754.42
EC:1.11.1.9	23098.44	25162.21	19696.01	13818.04	34274.22	10148.62	19030.04	34811.67	9814.02	24687.28	16884.08	28501.14	38346.88	44169.7	57447.17	39796.39	28676.5	26864.73	45104.14	35541.22	28149.84	19792.33	22714.07	22079.07	15121.71
EC:1.11.2.4	678.83	624.17	502.17	426.17	1479.5	844.5	2262.5	4707.5	556	1622.33	381	3780	913	14773.5	21214.17	10060.67	1529.67	1131	3200	1239	1512.33	1959.83	1022.5	693.83	458.33
EC:1.12.1.2	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.12.1.3	41183.09	46611.49	34412.13	34109.16	74181.6	13703.23	30845.06	51262.74	84533.89	75449.24	61072.52	64537.9	130655.09	44218.62	55278.35	49620.76	50344.66	42085.91	87061.79	24091.58	39919.21	117825.21	98418.19	88917.82	36887.35
EC:1.12.2.1	364	264	258	270	694	188	142	172	300	146	168	112	312	892	1104	1546	402	362	954	232	158	128	86	266	316
EC:1.12.7.2	12383.69	5531.05	9367.44	7908.12	17239.75	2723.07	6152.06	5302.26	10119.51	5118.32	6062.76	3397.26	19367.32	6047.99	6471.99	7284.99	8719.04	7115.48	21688.93	8032.08	42168.03	25103.89	23520.24	13426.33	11573.02
EC:1.12.98.1	224.5	116.5	847.25	297.75	2010.75	27.75	24	53.5	108.25	239.25	96.25	72.5	131.25	33	31.75	0	20	15.75	16	57	75	0	0	53.25	53.5
EC:1.12.98.2	22	3	209	69	488	4	6	9	23	12	21	0	0	5	4	0	5	0	4	7	4	0	0	3	0
EC:1.12.99.6	51671.98	67924.04	12696.1	15384.28	30107.64	19615.24	31027.06	54337.08	14469.52	49365.64	32882.32	29703.84	65883.24	66565.64	95121.28	71888.16	54349.4	50424.08	73463.24	112893.98	63744.98	83999.78	62731.16	43191.16	37907
EC:1.13.11.1	58.5	126.12	29.95	0	72.08	0	324.75	1112.58	0	0	44	0	72.5	312.55	263.38	61.92	519.42	699.79	941.29	72	0	60.67	16.25	122.55	0
EC:1.13.11.11	0	0	0	49	0	0	202	0	0	181	610	62	11	0	20	0	0	0	0	15	54	198	4130	0	48
EC:1.13.11.15	58.5	139.12	29.95	0	85.08	107.67	324.75	1136.58	33.67	233.33	44	0	72.5	312.55	628.38	435.92	519.42	699.79	941.29	72	0	79.67	16.25	122.55	17.5
EC:1.13.11.16	35.5	78.5	15.33	64	51.33	242.67	618.5	1491.83	164.67	339.33	28.5	110	46.5	601.17	671	1973.67	152.67	185.67	294.17	80.5	0	185.67	103	183.17	51
EC:1.13.11.2	5231.33	4307.96	10337.5	1869.1	10056.1	4959.73	4469.77	6456.93	1571.86	2549.7	11497.83	4795.67	12437.87	21196.2	23670.8	10930.43	8596.4	7718.6	13161.63	3473.4	1847.6	2626.57	6745.96	2367.27	3228.97
EC:1.13.11.27	58.5	126.12	29.95	49	72.08	0	526.75	1112.58	0	181	654	62	83.5	312.55	283.38	61.92	519.42	699.79	941.29	87	54	258.67	4146.25	122.55	48
EC:1.13.11.3	117	252.24	59.9	0	144.16	0	649.5	2225.16	0	0	88	0	145	625.1	526.76	123.84	1038.84	1399.58	1882.58	144	0	121.34	32.5	245.1	0
EC:1.13.11.4	646	604.62	1427.62	1046	1315.25	443	2176.25	2109.46	1549	878	362.5	438	3105	686.38	1043.38	1069.25	1823.75	945.12	1348.12	3325.5	19090	996	393.25	1822.38	808
EC:1.13.11.49	666	553	4807	80	4230	1709	1021	700	244	375	4587	414	5667.5	3048	1034	207	709	907	743	943	80	229	4136.4	675.5	968.8
EC:1.13.11.5	0	0	0	49	0	0	202	0	0	181	610	62	11	0	20	0	0	0	0	15	54	198	4130	0	48
EC:1.13.11.53	58.5	126.12	29.95	49	72.08	0	526.75	1160.29	0	181	654	62	83.5	312.55	636.38	61.92	519.42	699.79	941.29	87	54	258.67	4146.25	122.55	65.5
EC:1.13.11.54	58.5	126.12	29.95	49	72.08	0	526.75	1160.29	0	181	654	62	83.5	312.55	636.38	61.92	519.42	699.79	941.29	87	54	258.67	4146.25	122.55	65.5
EC:1.13.11.57	35.5	65.5	15.33	0	38.33	0	74.5	226.83	0	0	28.5	0	46.5	106.17	95	20.67	152.67	185.67	294.17	48.5	0	14.67	0	87.17	0
EC:1.13.11.6	0	0	0	49	0	0	202	0	0	181	610	62	11	0	20	0	0	0	0	15	54	198	4130	0	48
EC:1.13.12.16	4192	1191.12	5141.45	884	5915.08	1865	2130.75	2283.58	499.5	1078.5	6227	931	7455.5	3721.05	1809.38	402.42	2267.42	2363.79	3370.29	1219.5	832	11345.67	15067.65	1101.55	4947.3
EC:1.14.11.17	11072.17	15484.46	1908.95	2741.67	4900.08	4552	6681.09	13299.29	2688.34	10103.33	2692.33	6533	12496.5	15285.55	21104.05	16999.25	11715.75	10935.79	16983.29	27633.33	14929.33	5556	3018.58	8451.55	7352.5
EC:1.14.11.2	0	0	0	49	0	0	202	0	0	181	610	62	11	0	20	0	0	0	0	15	54	198	4130	0	48
EC:1.14.11.33	11072.17	15484.46	1908.95	2741.67	4900.08	4552	6681.09	13299.29	2688.34	10103.33	2692.33	6533	12496.5	15285.55	21104.05	16999.25	11715.75	10935.79	16983.29	27633.33	14929.33	5556	3018.58	8451.55	7352.5
EC:1.14.11.47	11130.67	15610.58	1941.9	2749.67	4976.16	4552	7005.84	14411.87	2727.34	10110.33	2736.33	6533	12574	15598.1	21720.43	17079.17	12256.17	11648.58	17948.58	27705.33	14937.33	5624.67	3039.83	8587.1	7374
EC:1.14.12.10	117	252.24	59.9	0	144.16	0	649.5	2225.16	0	0	88	0	145	625.1	526.76	123.84	1038.84	1399.58	1882.58	144	0	121.34	32.5	245.1	0
EC:1.14.12.17	17741.91	17589.38	10347.34	4975.71	12845.33	6856.38	9710.38	15902.73	4021.43	12029.24	9385.45	7988.34	23291.13	19601.46	23745.96	18273.88	14342.58	13356.11	22085.41	30335.3	35633.88	17846.79	18599.39	15131.55	14942.76
EC:1.14.12.19	0	26	0	128	26	485.34	1088	2530	329.34	678.66	0	220	0	990	1152	3906	0	0	0	64	0	342	206	192	102
EC:1.14.13.1	23	60.62	14.62	0	33.75	0	250.25	933.46	0	0	15.5	0	26	206.38	168.38	41.25	366.75	514.12	647.12	23.5	0	46	16.25	35.38	0
EC:1.14.13.113	58.5	126.12	29.95	0	72.08	0	324.75	1112.58	0	0	44	0	72.5	312.55	616.38	61.92	519.42	699.79	941.29	72	0	60.67	16.25	122.55	17.5
EC:1.14.13.127	35.5	78.5	15.33	64	51.33	242.67	618.5	1491.83	164.67	339.33	28.5	110	46.5	601.17	671	1973.67	152.67	185.67	294.17	80.5	0	185.67	103	183.17	51
EC:1.14.13.149	117	278.24	59.9	0	170.16	107.67	649.5	2273.16	33.67	233.33	88	0	145	625.1	1256.76	497.84	1038.84	1399.58	1882.58	144	0	159.34	32.5	245.1	35
EC:1.14.13.165	666	543	4798	80	4225	1709	916	629	222	375	4587	414	5664	3048	1018	207	643	670	671	943	80	229	4136.4	668	960.8
EC:1.14.13.2	58.5	126.12	29.95	0	72.08	0	324.75	1112.58	0	0	44	0	72.5	312.55	263.38	61.92	519.42	699.79	941.29	72	0	60.67	16.25	122.55	0
EC:1.14.13.59	0	0	0	0	0	0	0	47.71	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	17.5
EC:1.14.13.7	0	0	0	0	0	0	30	54	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.14.13.82	175.5	378.36	89.85	0	216.24	0	974.25	3337.74	0	0	132	0	217.5	937.65	1496.14	185.76	1558.26	2099.37	2823.87	216	0	182.01	48.75	367.65	35
EC:1.14.13.83	0	0	0	0	0	0	15	27	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
EC:1.14.14.5	22179.84	31021.42	3833.23	5419.34	9825.49	8861.33	12892.68	25512.7	5212.01	19867.33	5413.16	12956	25039.5	30182.27	41374.1	32066.17	23584.17	22057.25	34260.75	55283.16	29858.66	10955.67	5934.16	16894.27	14636.5
EC:1.14.14.8	0	0	0	49	0	0	202	0	0	181	610	62	11	0	20	0	0	0	0	15	54	198	4130	0	48
EC:1.14.14.9	326.5	382.12	118.95	229	717.08	107.67	673.75	1343.58	163.67	490.33	760	62	496.5	576.55	799.38	632.92	3266.42	3065.79	9087.29	296	84	306.67	4146.25	3753.55	65.5
EC:1.14.16.1	0	0	0	49	0	0	202	0	0	181	610	62	11	0	20	0	0	0	0	15	54	198	4130	0	48
EC:1.14.19.2	0	0	0	49	0	0	202	0	0	181	610	62	11	0	20	0	0	0	0	15	54	198	4130	0	48
EC:1.14.19.3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.14.99.44	666	543	4798	31	4225	1709	714	629	222	194	3977	352	5653	3048	998	207	643	670	671	928	26	31	0	668	904
EC:1.14.99.46	11072.17	15484.46	1908.95	2677.67	4900.08	4417	6137.09	12010.58	2557.34	9997.33	2692.33	6423	12496.5	14790.55	20540.05	15420.25	11715.75	10935.79	16983.29	27601.33	14929.33	5404	2915.58	8355.55	7301.5
EC:1.14.99.48	666	543	4798	80	4225	1709	916	629	222	375	4587	414	5641	3048	1018	207	643	670	671	943	80	229	4142.8	668	960.8
EC:1.14.99.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.15.1.1	58656.18	68433.66	32484.41	25829.62	66477.3	22014.31	44335.79	76489.55	28708.17	59949.43	38001.2	48712.91	95057.91	82939.02	109268.21	79627.31	67445.87	59128.12	107324.62	98980.47	82284.36	65585.76	63793.2	61946.18	40374.63
EC:1.15.1.2	24921.36	25771.67	23739.72	17397.31	26820.37	6644.6	17606.63	27216	46329.77	16701.69	7374.83	14718.5	33372.77	17929.37	16402	22518.4	30102.67	29715	70389.44	19609.3	28975.83	6757.06	8487.23	41582.66	14737.49
EC:1.16.1.1	644	862	190	180	362	210	191	185	2643	236	189	138	413	459	1546	1030	270	229	321	160	185	106	197	348	415.5
EC:1.16.1.10	0	0	0	22	0	22	0	29	32	19	0	23	0	0	26	20	0	0	0	0	59	54	14	69	19
EC:1.16.1.3	11072.17	15484.46	1908.95	2741.67	4900.08	4552	6681.09	13299.29	2688.34	10103.33	2692.33	6533	12496.5	15285.55	21104.05	16999.25	11715.75	10935.79	16983.29	27633.33	14929.33	5556	3018.58	8451.55	7352.5
EC:1.16.1.9	11072.17	15484.46	1908.95	2741.67	4900.08	4552	6681.09	13299.29	2688.34	10103.33	2692.33	6533	12496.5	15285.55	21104.05	16999.25	11715.75	10935.79	16983.29	27633.33	14929.33	5556	3018.58	8451.55	7352.5
EC:1.16.3.1	21551.37	25680.64	15912.22	13956.08	32000.64	7785.58	17302.95	30720.47	12368.58	28957.91	18742.78	27345.95	41433.54	28053.09	39850.26	30001.46	27986.07	23011.95	37747.61	36561.55	28210.06	40999.42	33853.02	20350.01	15116.02
EC:1.16.3.2	39768.31	43007.71	44476.48	32205.3	71933.03	14262.83	43296.5	70989.42	34522.14	64615.87	56576.26	71918.02	97553.78	49726.05	74558.82	48988.96	53495.14	56002.04	87279.94	50456.51	68849.25	96209.63	77569.57	38154.26	31671.41
EC:1.17.1.1	58	63	95	343	513	43	384	303	101	589	1462	284	1371	108	359	58	123	119	151	93	379	10771	10590	108	370
EC:1.17.1.2	68584.05	68781.57	64606.07	64303.57	73316.96	17261.6	62083.37	73574.27	88688.47	58308.47	71999.26	45617.45	92590.14	54452.59	65460.68	58710.35	68664.8	66125.58	119584.69	73015.79	61714.39	61895.64	62623.54	86437.32	43777.36
EC:1.17.1.4	10057.66	8077.34	10079.34	10987.14	15693	3450.68	3906	6060	26368.68	7562.98	5588	2445	24838.2	7961	6001.2	10827.74	5626.34	6756	23749	4573	4092.86	3162.66	15037.4	20402.26	4680.06
EC:1.17.1.8	71115.94	71099.03	68470.54	64064.41	81667.46	21026.2	69755.24	80479	86660.86	63112.9	79848.34	51270.45	98394.39	72582.52	89309.74	66425.04	75612.2	71644.85	124799.02	74569.12	64113.75	64501.17	64470.04	87086.22	46321.59
EC:1.17.4.1	109511.97	119046.16	78733.19	60250.43	114148.9	39921.7	98562.39	147480.96	80174.85	99535.35	137010.89	77851.79	143692.66	141484.95	180171.53	134992.13	108201.5	94076.34	152945.71	152443.05	135526.66	102097.82	101765.41	101606.02	74870.52
EC:1.17.4.2	95638.92	97551.66	91137.02	84513.31	107767.75	28356.83	85003.66	106579.98	132489.29	79981.41	94936.46	62297.11	127661.31	90670.06	106121.97	90459.88	103880.36	102474.32	194999.15	91983.69	96612.75	77894.7	82150.98	118639.15	60302.93
EC:1.17.7.1	62134.05	63071.57	60207.07	59585.57	68771.96	16126.6	60566.37	71042.27	80232.47	55649.47	70446.26	44263.45	86445.14	50809.59	63338.68	54114.35	65366.8	62349.58	106926.69	69782.79	60099.39	60983.64	61703.54	77958.32	41167.36
EC:1.17.7.3	62134.05	63071.57	60207.07	59585.57	68771.96	16126.6	60566.37	71042.27	80232.47	55649.47	70446.26	44263.45	86445.14	50809.59	63338.68	54114.35	65366.8	62349.58	106926.69	69782.79	60099.39	60983.64	61703.54	77958.32	41167.36
EC:1.17.99.6	17939.69	21376.23	9972.36	6627.93	16979.17	8331.12	13747.57	24513.12	6396.2	17629.26	22127.63	12837.22	32175.92	36195.94	49876.52	29537	24722.29	23845.56	34306.64	31489.69	18821.13	33907.5	30900.5	14784.23	12815.57
EC:1.18.1.1	3137	1429	3994	23375	7598	659	2990	1015	11471	1676	1116	698	1844	1687	1463	1890	3311	1290	1106	4172	1137	572	566	1237	897
EC:1.18.1.2	54309.1	55832.09	47344.97	51371.95	49053.57	13945.9	44984.79	50816.94	75990.09	41569.65	63014.22	26027.75	63103.82	39954.04	49483.11	42433.56	56399.33	54897.15	95256.06	63178.6	49705.24	48779.66	44237.78	71912.92	33775.92
EC:1.18.1.3	58.5	139.12	29.95	64	85.08	242.67	868.75	2377.58	164.67	339.33	44	110	72.5	807.55	1192.38	2014.92	519.42	699.79	941.29	104	0	231.67	119.25	218.55	68.5
EC:1.18.6.1	10247.36	6973.27	8077.58	15388.93	15227.79	2245.26	4809.12	4539.95	12863.19	5301.18	2861.25	5808.66	19444.28	6031.7	4573.24	7040.73	8842.43	5483.68	9803.3	3889.71	2637.32	1607.22	1576.81	5778.91	5566.23
EC:1.2.1.10	49396.93	50038.87	43050	48906.92	41447.43	14618.68	46097.46	44298.9	68153.79	38398.93	60089.97	25643.17	53729.57	49328.17	61066.69	48233.41	50702.61	40807.22	71220.58	61031.42	48858.59	20275.58	29050.04	66736.28	28051.09
EC:1.2.1.11	67141.71	67762.86	66131.57	62987.67	75255.06	20002.33	66474.14	77635.2	81867.33	60008.17	78505.84	49044.12	94522.76	69447.79	86776.48	65067.03	73595.2	70211.18	120103.32	72508.19	62069.99	63741.21	64107.7	83615.59	43653.23
EC:1.2.1.12	81583.28	85044.32	74850.4	66766.47	92978.02	27919.03	77503.38	97464.53	86756.05	72779.75	92082.57	60267.82	115846.81	104434.99	132048.88	94043.9	89221.17	83692.64	142952.08	103647.37	79239.77	72440.83	73661.03	99095.58	53121.83
EC:1.2.1.16	22958.34	32133.66	4547.55	8461.09	10668.07	10024.25	17919.68	29975.45	6456.43	21367.41	11725.16	13636.5	25583.5	31846.7	43551.61	34611.09	25007.34	24340.91	36345.16	56068.16	30312.66	11849.34	10783.46	21717.45	15240.5
EC:1.2.1.18	480.23	581.79	315.92	1539.97	778.88	752.7	1112.15	1331.29	576.3	808.33	2249.9	347.2	394.8	982.95	1465.98	1299.79	992.89	1441.79	2370.09	425.1	373.53	645.2	8592.85	474.98	448.43
EC:1.2.1.19	11072.17	15484.46	1908.95	2741.67	4900.08	4552	6681.09	13299.29	2688.34	10103.33	2692.33	6533	12496.5	15285.55	21104.05	16999.25	11715.75	10935.79	16983.29	27633.33	14929.33	5556	3018.58	8451.55	7352.5
EC:1.2.1.2	31658.24	38938.85	15552.79	12900.34	24791.8	13754.04	21397.53	41678.46	21168.22	25705.72	15561.66	16404.5	38029.2	45599.08	57277.67	53650.89	33167.26	31719.69	48733.39	59741.26	32872.16	35607.81	33508.24	27605.51	22456.3
EC:1.2.1.20	11886.17	16649.2	2638.6	5719.42	5767.99	5472.25	11238.59	16676.16	3768.09	11264.08	9032.83	7103.5	13087	16561.15	22447.56	17611.84	13291.59	13405.12	19361.87	28434.83	15383.33	6293.34	7764.88	13265.9	7888
EC:1.2.1.21	13600.06	18519.55	10729.2	5553.68	14486.52	6952.3	10949.79	20189.72	5186.95	17285.33	16152.33	11794.5	23505.41	22215.31	28950.85	20324.89	16122.05	14295.72	19114.33	30179.72	18193.33	26319.46	18095.47	10572.57	10424.14
EC:1.2.1.22	13622.06	18522.55	10938.2	5622.68	14974.52	6956.3	10955.79	20198.72	5209.95	17297.33	16173.33	11794.5	23505.41	22220.31	28954.85	20324.89	16127.05	14295.72	19118.33	30186.72	18197.33	26319.46	18095.47	10575.57	10424.14
EC:1.2.1.24	11072.17	15484.46	1908.95	2741.67	4900.08	4552	6681.09	13299.29	2688.34	10103.33	2692.33	6533	12496.5	15285.55	21104.05	16999.25	11715.75	10935.79	16983.29	27633.33	14929.33	5556	3018.58	8451.55	7352.5
EC:1.2.1.27	480.23	581.79	315.92	1539.97	778.88	752.7	1112.15	1331.29	576.3	808.33	2249.9	347.2	394.8	982.95	1465.98	1299.79	992.89	1441.79	2370.09	425.1	373.53	645.2	8592.85	474.98	448.43
EC:1.2.1.28	23	60.62	14.62	0	33.75	0	250.25	885.75	0	0	15.5	0	26	206.38	168.38	41.25	366.75	514.12	647.12	23.5	0	46	16.25	35.38	0
EC:1.2.1.3	32648.45	29690.91	44924.5	23141.37	40089.76	11854.11	28226.76	31406.85	52202.67	17065.16	58598.81	14378.67	51396.47	26155.97	21678.08	19839.25	31881.79	31825.19	56848.18	25317.94	28815.77	11152.1	34176.91	34857.64	20465.53
EC:1.2.1.32	0	0	0	49	0	0	202	0	0	181	610	62	11	0	20	0	0	0	0	15	54	198	4130	0	48
EC:1.2.1.38	61189.76	61041.66	60075.25	56485.98	65912.89	16193.98	58263.79	67976.7	66703.41	52030.51	73976.45	42960.7	87516.31	50524.62	62242.56	48942.6	65871.33	63748.35	103544.51	67983.75	58222.59	60284.52	60133.4	76819.67	39694.25
EC:1.2.1.39	117	265.24	59.9	0	157.16	107.67	649.5	2249.16	33.67	233.33	88	0	145	625.1	891.76	497.84	1038.84	1399.58	1882.58	144	0	140.34	32.5	245.1	17.5
EC:1.2.1.4	23	60.62	14.62	0	33.75	0	250.25	885.75	0	0	15.5	0	26	206.38	168.38	41.25	366.75	514.12	647.12	23.5	0	46	16.25	35.38	0
EC:1.2.1.41	64637.38	66474.45	58429.49	60249.09	64025.39	17704.33	62317.06	74485.95	79092	58913.42	72712.59	48028.62	85786.01	65222.2	84156.31	63959.45	71583.53	68328.85	118003.49	69948.36	61231.74	63080.46	59559.47	81198.51	42043.98
EC:1.2.1.43	2309	735.66	654	1029	2451	390	821	680	644	900	1810	577	2185	1676.34	2203.34	2614.66	1549	1402	2119	506	852	11129	11048.66	612	2764
EC:1.2.1.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.2.1.5	35.5	65.5	15.33	0	38.33	0	74.5	226.83	0	0	28.5	0	46.5	106.17	95	20.67	152.67	185.67	294.17	48.5	0	14.67	0	87.17	0
EC:1.2.1.58	85	83	0	16	7	33	31	85	27	39	0	24	81	218	79	197	137	100	3110	44	27	0	27	90	33
EC:1.2.1.59	22	3	209	69	488	4	6	9	23	12	21	0	0	5	4	0	5	0	4	7	4	0	0	3	0
EC:1.2.1.60	58.5	139.12	29.95	0	85.08	107.67	339.75	1163.58	41.67	233.33	44	0	72.5	312.55	628.38	435.92	519.42	699.79	941.29	72	0	79.67	16.25	122.55	17.5
EC:1.2.1.70	29113.39	28289.43	23618.78	15515.88	27336.17	9642.32	15867.3	22771.54	26724.41	18535.35	13442.87	12225.12	33241.18	26824.98	29240.81	27085.29	21373.01	20041.46	30528.67	38940.25	39069.26	19531.78	19991.31	31651.65	17545.66
EC:1.2.1.71	11130.67	15610.58	1938.9	2741.67	4972.16	4552	7005.84	14411.87	2688.34	10103.33	2736.33	6533	12569	15598.1	21367.43	17061.17	12235.17	11635.58	17924.58	27705.33	14929.33	5616.67	3034.83	8574.1	7352.5
EC:1.2.1.72	11072.17	15484.46	1908.95	2741.67	4900.08	4552	6681.09	13299.29	2688.34	10103.33	2692.33	6533	12496.5	15285.55	21104.05	16999.25	11715.75	10935.79	16983.29	27633.33	14929.33	5556	3018.58	8451.55	7352.5
EC:1.2.1.76	28.83	30.67	43	22.5	264.17	8	23.33	50	26.33	20.83	0	7	202	24.17	9	44.17	80.34	179.33	394.83	9.33	21.33	9.33	0	33.66	10.83
EC:1.2.1.79	11886.17	16649.2	2638.6	5719.42	5767.99	5472.25	11238.59	16676.16	3768.09	11264.08	9032.83	7103.5	13087	16561.15	22447.56	17611.84	13291.59	13405.12	19361.87	28434.83	15383.33	6293.34	7764.88	13265.9	7888
EC:1.2.1.8	826	826.24	4857.9	221	4423.16	2040.67	2124.5	4355.47	474.67	796.33	4675	572	7052	4256.1	2590.76	2424.84	1699.84	2087.58	2591.58	1149	325	670.34	4338.9	1220.1	1141.5
EC:1.2.1.81	344	199	211	271	1394	146	146	192	302	243	194	125	3197	727	800	1045	283	261	769	197	236	161	111	432	352
EC:1.2.1.85	0	0	0	49	0	0	202	0	0	181	610	62	11	0	20	0	0	0	0	15	54	198	4130	0	48
EC:1.2.1.87	3771.53	3337.17	4088.07	4377.57	2904.03	1009.6	1291.3	3694.94	12087.6	2188.03	1206.83	784	3439.7	2453.87	2150.6	4236.44	1575.34	2115.67	3158.27	1618.3	1226.93	933.4	590.6	7486.3	1378.03
EC:1.2.1.88	14795.06	19829.84	11195.48	5976.34	16089.61	7378.3	12842.7	22611.8	5656.11	19344.66	17607.83	12748.17	28461.91	25606.36	32172.56	24604.14	18744.47	15738.84	22348.78	30744.88	18645.33	29253.79	24405.79	11321.78	11255.11
EC:1.2.1.9	3334.58	1833.26	1337.48	544.88	1211	192.49	737.77	602.42	443.92	809.31	2407.91	204.72	345.69	545.58	527.28	412.66	3519.81	3102.76	3353.41	600.21	815.88	579.7	4439.48	1760.33	1020.46
EC:1.2.1.91	58.5	139.12	29.95	0	85.08	0	324.75	1136.58	0	0	44	0	72.5	312.55	628.38	61.92	519.42	699.79	941.29	72	0	79.67	16.25	122.55	17.5
